"URL","Page Family","Numerator","Denominator","Simplified Fraction","Decimal","Percent","Priority","Indexable","Canonical","Related Page"
"/what-is-equivalent-to-12-10-fraction","Equivalent Fractions","12","10","6/5","1.2","120%","A","true","/what-is-equivalent-to-12-10-fraction","/12-10-as-a-percent-and-decimal"
"/12-10-as-a-percent-and-decimal","Percent and Decimal","12","10","6/5","1.2","120%","A","true","/12-10-as-a-percent-and-decimal","/what-is-equivalent-to-12-10-fraction"
"/what-is-equivalent-to-13-10-fraction","Equivalent Fractions","13","10","13/10","1.3","130%","A","true","/what-is-equivalent-to-13-10-fraction","/13-10-as-a-percent-and-decimal"
"/13-10-as-a-percent-and-decimal","Percent and Decimal","13","10","13/10","1.3","130%","A","true","/13-10-as-a-percent-and-decimal","/what-is-equivalent-to-13-10-fraction"
"/what-is-equivalent-to-14-10-fraction","Equivalent Fractions","14","10","7/5","1.4","140%","A","true","/what-is-equivalent-to-14-10-fraction","/14-10-as-a-percent-and-decimal"
"/14-10-as-a-percent-and-decimal","Percent and Decimal","14","10","7/5","1.4","140%","A","true","/14-10-as-a-percent-and-decimal","/what-is-equivalent-to-14-10-fraction"
"/what-is-equivalent-to-16-10-fraction","Equivalent Fractions","16","10","8/5","1.6","160%","A","true","/what-is-equivalent-to-16-10-fraction","/16-10-as-a-percent-and-decimal"
"/16-10-as-a-percent-and-decimal","Percent and Decimal","16","10","8/5","1.6","160%","A","true","/16-10-as-a-percent-and-decimal","/what-is-equivalent-to-16-10-fraction"
"/what-is-equivalent-to-17-10-fraction","Equivalent Fractions","17","10","17/10","1.7","170%","A","true","/what-is-equivalent-to-17-10-fraction","/17-10-as-a-percent-and-decimal"
"/17-10-as-a-percent-and-decimal","Percent and Decimal","17","10","17/10","1.7","170%","A","true","/17-10-as-a-percent-and-decimal","/what-is-equivalent-to-17-10-fraction"
"/what-is-equivalent-to-18-10-fraction","Equivalent Fractions","18","10","9/5","1.8","180%","A","true","/what-is-equivalent-to-18-10-fraction","/18-10-as-a-percent-and-decimal"
"/18-10-as-a-percent-and-decimal","Percent and Decimal","18","10","9/5","1.8","180%","A","true","/18-10-as-a-percent-and-decimal","/what-is-equivalent-to-18-10-fraction"
"/what-is-equivalent-to-19-10-fraction","Equivalent Fractions","19","10","19/10","1.9","190%","A","true","/what-is-equivalent-to-19-10-fraction","/19-10-as-a-percent-and-decimal"
"/19-10-as-a-percent-and-decimal","Percent and Decimal","19","10","19/10","1.9","190%","A","true","/19-10-as-a-percent-and-decimal","/what-is-equivalent-to-19-10-fraction"
"/what-is-equivalent-to-1-11-fraction","Equivalent Fractions","1","11","1/11","0.0909090909091","9.09090909091%","B","true","/what-is-equivalent-to-1-11-fraction","/1-11-as-a-percent-and-decimal"
"/1-11-as-a-percent-and-decimal","Percent and Decimal","1","11","1/11","0.0909090909091","9.09090909091%","B","true","/1-11-as-a-percent-and-decimal","/what-is-equivalent-to-1-11-fraction"
"/what-is-equivalent-to-2-11-fraction","Equivalent Fractions","2","11","2/11","0.181818181818","18.1818181818%","C","true","/what-is-equivalent-to-2-11-fraction","/2-11-as-a-percent-and-decimal"
"/2-11-as-a-percent-and-decimal","Percent and Decimal","2","11","2/11","0.181818181818","18.1818181818%","C","true","/2-11-as-a-percent-and-decimal","/what-is-equivalent-to-2-11-fraction"
"/what-is-equivalent-to-3-11-fraction","Equivalent Fractions","3","11","3/11","0.272727272727","27.2727272727%","C","true","/what-is-equivalent-to-3-11-fraction","/3-11-as-a-percent-and-decimal"
"/3-11-as-a-percent-and-decimal","Percent and Decimal","3","11","3/11","0.272727272727","27.2727272727%","C","true","/3-11-as-a-percent-and-decimal","/what-is-equivalent-to-3-11-fraction"
"/what-is-equivalent-to-4-11-fraction","Equivalent Fractions","4","11","4/11","0.363636363636","36.3636363636%","C","true","/what-is-equivalent-to-4-11-fraction","/4-11-as-a-percent-and-decimal"
"/4-11-as-a-percent-and-decimal","Percent and Decimal","4","11","4/11","0.363636363636","36.3636363636%","C","true","/4-11-as-a-percent-and-decimal","/what-is-equivalent-to-4-11-fraction"
"/what-is-equivalent-to-5-11-fraction","Equivalent Fractions","5","11","5/11","0.454545454545","45.4545454545%","C","true","/what-is-equivalent-to-5-11-fraction","/5-11-as-a-percent-and-decimal"
"/5-11-as-a-percent-and-decimal","Percent and Decimal","5","11","5/11","0.454545454545","45.4545454545%","C","true","/5-11-as-a-percent-and-decimal","/what-is-equivalent-to-5-11-fraction"
"/what-is-equivalent-to-6-11-fraction","Equivalent Fractions","6","11","6/11","0.545454545455","54.5454545455%","C","true","/what-is-equivalent-to-6-11-fraction","/6-11-as-a-percent-and-decimal"
"/6-11-as-a-percent-and-decimal","Percent and Decimal","6","11","6/11","0.545454545455","54.5454545455%","C","true","/6-11-as-a-percent-and-decimal","/what-is-equivalent-to-6-11-fraction"
"/what-is-equivalent-to-7-11-fraction","Equivalent Fractions","7","11","7/11","0.636363636364","63.6363636364%","C","true","/what-is-equivalent-to-7-11-fraction","/7-11-as-a-percent-and-decimal"
"/7-11-as-a-percent-and-decimal","Percent and Decimal","7","11","7/11","0.636363636364","63.6363636364%","C","true","/7-11-as-a-percent-and-decimal","/what-is-equivalent-to-7-11-fraction"
"/what-is-equivalent-to-8-11-fraction","Equivalent Fractions","8","11","8/11","0.727272727273","72.7272727273%","C","true","/what-is-equivalent-to-8-11-fraction","/8-11-as-a-percent-and-decimal"
"/8-11-as-a-percent-and-decimal","Percent and Decimal","8","11","8/11","0.727272727273","72.7272727273%","C","true","/8-11-as-a-percent-and-decimal","/what-is-equivalent-to-8-11-fraction"
"/what-is-equivalent-to-9-11-fraction","Equivalent Fractions","9","11","9/11","0.818181818182","81.8181818182%","C","true","/what-is-equivalent-to-9-11-fraction","/9-11-as-a-percent-and-decimal"
"/9-11-as-a-percent-and-decimal","Percent and Decimal","9","11","9/11","0.818181818182","81.8181818182%","C","true","/9-11-as-a-percent-and-decimal","/what-is-equivalent-to-9-11-fraction"
"/what-is-equivalent-to-10-11-fraction","Equivalent Fractions","10","11","10/11","0.909090909091","90.9090909091%","C","true","/what-is-equivalent-to-10-11-fraction","/10-11-as-a-percent-and-decimal"
"/10-11-as-a-percent-and-decimal","Percent and Decimal","10","11","10/11","0.909090909091","90.9090909091%","C","true","/10-11-as-a-percent-and-decimal","/what-is-equivalent-to-10-11-fraction"
"/what-is-equivalent-to-12-11-fraction","Equivalent Fractions","12","11","12/11","1.09090909091","109.090909091%","C","true","/what-is-equivalent-to-12-11-fraction","/12-11-as-a-percent-and-decimal"
"/12-11-as-a-percent-and-decimal","Percent and Decimal","12","11","12/11","1.09090909091","109.090909091%","C","true","/12-11-as-a-percent-and-decimal","/what-is-equivalent-to-12-11-fraction"
"/what-is-equivalent-to-13-11-fraction","Equivalent Fractions","13","11","13/11","1.18181818182","118.181818182%","C","true","/what-is-equivalent-to-13-11-fraction","/13-11-as-a-percent-and-decimal"
"/13-11-as-a-percent-and-decimal","Percent and Decimal","13","11","13/11","1.18181818182","118.181818182%","C","true","/13-11-as-a-percent-and-decimal","/what-is-equivalent-to-13-11-fraction"
"/what-is-equivalent-to-14-11-fraction","Equivalent Fractions","14","11","14/11","1.27272727273","127.272727273%","C","true","/what-is-equivalent-to-14-11-fraction","/14-11-as-a-percent-and-decimal"
"/14-11-as-a-percent-and-decimal","Percent and Decimal","14","11","14/11","1.27272727273","127.272727273%","C","true","/14-11-as-a-percent-and-decimal","/what-is-equivalent-to-14-11-fraction"
"/what-is-equivalent-to-15-11-fraction","Equivalent Fractions","15","11","15/11","1.36363636364","136.363636364%","C","true","/what-is-equivalent-to-15-11-fraction","/15-11-as-a-percent-and-decimal"
"/15-11-as-a-percent-and-decimal","Percent and Decimal","15","11","15/11","1.36363636364","136.363636364%","C","true","/15-11-as-a-percent-and-decimal","/what-is-equivalent-to-15-11-fraction"
"/what-is-equivalent-to-16-11-fraction","Equivalent Fractions","16","11","16/11","1.45454545455","145.454545455%","C","true","/what-is-equivalent-to-16-11-fraction","/16-11-as-a-percent-and-decimal"
"/16-11-as-a-percent-and-decimal","Percent and Decimal","16","11","16/11","1.45454545455","145.454545455%","C","true","/16-11-as-a-percent-and-decimal","/what-is-equivalent-to-16-11-fraction"
"/what-is-equivalent-to-17-11-fraction","Equivalent Fractions","17","11","17/11","1.54545454545","154.545454545%","C","true","/what-is-equivalent-to-17-11-fraction","/17-11-as-a-percent-and-decimal"
"/17-11-as-a-percent-and-decimal","Percent and Decimal","17","11","17/11","1.54545454545","154.545454545%","C","true","/17-11-as-a-percent-and-decimal","/what-is-equivalent-to-17-11-fraction"
"/what-is-equivalent-to-18-11-fraction","Equivalent Fractions","18","11","18/11","1.63636363636","163.636363636%","C","true","/what-is-equivalent-to-18-11-fraction","/18-11-as-a-percent-and-decimal"
"/18-11-as-a-percent-and-decimal","Percent and Decimal","18","11","18/11","1.63636363636","163.636363636%","C","true","/18-11-as-a-percent-and-decimal","/what-is-equivalent-to-18-11-fraction"
"/what-is-equivalent-to-19-11-fraction","Equivalent Fractions","19","11","19/11","1.72727272727","172.727272727%","C","true","/what-is-equivalent-to-19-11-fraction","/19-11-as-a-percent-and-decimal"
"/19-11-as-a-percent-and-decimal","Percent and Decimal","19","11","19/11","1.72727272727","172.727272727%","C","true","/19-11-as-a-percent-and-decimal","/what-is-equivalent-to-19-11-fraction"
"/what-is-equivalent-to-20-11-fraction","Equivalent Fractions","20","11","20/11","1.81818181818","181.818181818%","C","true","/what-is-equivalent-to-20-11-fraction","/20-11-as-a-percent-and-decimal"
"/20-11-as-a-percent-and-decimal","Percent and Decimal","20","11","20/11","1.81818181818","181.818181818%","C","true","/20-11-as-a-percent-and-decimal","/what-is-equivalent-to-20-11-fraction"
"/what-is-equivalent-to-21-11-fraction","Equivalent Fractions","21","11","21/11","1.90909090909","190.909090909%","C","true","/what-is-equivalent-to-21-11-fraction","/21-11-as-a-percent-and-decimal"
"/21-11-as-a-percent-and-decimal","Percent and Decimal","21","11","21/11","1.90909090909","190.909090909%","C","true","/21-11-as-a-percent-and-decimal","/what-is-equivalent-to-21-11-fraction"
"/what-is-equivalent-to-1-12-fraction","Equivalent Fractions","1","12","1/12","0.0833333333333","8.33333333333%","A","true","/what-is-equivalent-to-1-12-fraction","/1-12-as-a-percent-and-decimal"
"/1-12-as-a-percent-and-decimal","Percent and Decimal","1","12","1/12","0.0833333333333","8.33333333333%","A","true","/1-12-as-a-percent-and-decimal","/what-is-equivalent-to-1-12-fraction"
"/what-is-equivalent-to-2-12-fraction","Equivalent Fractions","2","12","1/6","0.166666666667","16.6666666667%","B","true","/what-is-equivalent-to-2-12-fraction","/2-12-as-a-percent-and-decimal"
"/2-12-as-a-percent-and-decimal","Percent and Decimal","2","12","1/6","0.166666666667","16.6666666667%","B","true","/2-12-as-a-percent-and-decimal","/what-is-equivalent-to-2-12-fraction"
"/what-is-equivalent-to-3-12-fraction","Equivalent Fractions","3","12","1/4","0.25","25%","A","true","/what-is-equivalent-to-3-12-fraction","/3-12-as-a-percent-and-decimal"
"/3-12-as-a-percent-and-decimal","Percent and Decimal","3","12","1/4","0.25","25%","A","true","/3-12-as-a-percent-and-decimal","/what-is-equivalent-to-3-12-fraction"
"/what-is-equivalent-to-4-12-fraction","Equivalent Fractions","4","12","1/3","0.333333333333","33.3333333333%","B","true","/what-is-equivalent-to-4-12-fraction","/4-12-as-a-percent-and-decimal"
"/4-12-as-a-percent-and-decimal","Percent and Decimal","4","12","1/3","0.333333333333","33.3333333333%","B","true","/4-12-as-a-percent-and-decimal","/what-is-equivalent-to-4-12-fraction"
"/what-is-equivalent-to-5-12-fraction","Equivalent Fractions","5","12","5/12","0.416666666667","41.6666666667%","B","true","/what-is-equivalent-to-5-12-fraction","/5-12-as-a-percent-and-decimal"
"/5-12-as-a-percent-and-decimal","Percent and Decimal","5","12","5/12","0.416666666667","41.6666666667%","B","true","/5-12-as-a-percent-and-decimal","/what-is-equivalent-to-5-12-fraction"
"/what-is-equivalent-to-7-12-fraction","Equivalent Fractions","7","12","7/12","0.583333333333","58.3333333333%","B","true","/what-is-equivalent-to-7-12-fraction","/7-12-as-a-percent-and-decimal"
"/7-12-as-a-percent-and-decimal","Percent and Decimal","7","12","7/12","0.583333333333","58.3333333333%","B","true","/7-12-as-a-percent-and-decimal","/what-is-equivalent-to-7-12-fraction"
"/what-is-equivalent-to-8-12-fraction","Equivalent Fractions","8","12","2/3","0.666666666667","66.6666666667%","B","true","/what-is-equivalent-to-8-12-fraction","/8-12-as-a-percent-and-decimal"
"/8-12-as-a-percent-and-decimal","Percent and Decimal","8","12","2/3","0.666666666667","66.6666666667%","B","true","/8-12-as-a-percent-and-decimal","/what-is-equivalent-to-8-12-fraction"
"/what-is-equivalent-to-9-12-fraction","Equivalent Fractions","9","12","3/4","0.75","75%","A","true","/what-is-equivalent-to-9-12-fraction","/9-12-as-a-percent-and-decimal"
"/9-12-as-a-percent-and-decimal","Percent and Decimal","9","12","3/4","0.75","75%","A","true","/9-12-as-a-percent-and-decimal","/what-is-equivalent-to-9-12-fraction"
"/what-is-equivalent-to-10-12-fraction","Equivalent Fractions","10","12","5/6","0.833333333333","83.3333333333%","B","true","/what-is-equivalent-to-10-12-fraction","/10-12-as-a-percent-and-decimal"
"/10-12-as-a-percent-and-decimal","Percent and Decimal","10","12","5/6","0.833333333333","83.3333333333%","B","true","/10-12-as-a-percent-and-decimal","/what-is-equivalent-to-10-12-fraction"
"/what-is-equivalent-to-11-12-fraction","Equivalent Fractions","11","12","11/12","0.916666666667","91.6666666667%","B","true","/what-is-equivalent-to-11-12-fraction","/11-12-as-a-percent-and-decimal"
"/11-12-as-a-percent-and-decimal","Percent and Decimal","11","12","11/12","0.916666666667","91.6666666667%","B","true","/11-12-as-a-percent-and-decimal","/what-is-equivalent-to-11-12-fraction"
"/what-is-equivalent-to-13-12-fraction","Equivalent Fractions","13","12","13/12","1.08333333333","108.333333333%","C","true","/what-is-equivalent-to-13-12-fraction","/13-12-as-a-percent-and-decimal"
"/13-12-as-a-percent-and-decimal","Percent and Decimal","13","12","13/12","1.08333333333","108.333333333%","C","true","/13-12-as-a-percent-and-decimal","/what-is-equivalent-to-13-12-fraction"
"/what-is-equivalent-to-14-12-fraction","Equivalent Fractions","14","12","7/6","1.16666666667","116.666666667%","C","true","/what-is-equivalent-to-14-12-fraction","/14-12-as-a-percent-and-decimal"
"/14-12-as-a-percent-and-decimal","Percent and Decimal","14","12","7/6","1.16666666667","116.666666667%","C","true","/14-12-as-a-percent-and-decimal","/what-is-equivalent-to-14-12-fraction"
"/what-is-equivalent-to-15-12-fraction","Equivalent Fractions","15","12","5/4","1.25","125%","A","true","/what-is-equivalent-to-15-12-fraction","/15-12-as-a-percent-and-decimal"
"/15-12-as-a-percent-and-decimal","Percent and Decimal","15","12","5/4","1.25","125%","A","true","/15-12-as-a-percent-and-decimal","/what-is-equivalent-to-15-12-fraction"
"/what-is-equivalent-to-16-12-fraction","Equivalent Fractions","16","12","4/3","1.33333333333","133.333333333%","B","true","/what-is-equivalent-to-16-12-fraction","/16-12-as-a-percent-and-decimal"
"/16-12-as-a-percent-and-decimal","Percent and Decimal","16","12","4/3","1.33333333333","133.333333333%","B","true","/16-12-as-a-percent-and-decimal","/what-is-equivalent-to-16-12-fraction"
"/what-is-equivalent-to-17-12-fraction","Equivalent Fractions","17","12","17/12","1.41666666667","141.666666667%","C","true","/what-is-equivalent-to-17-12-fraction","/17-12-as-a-percent-and-decimal"
"/17-12-as-a-percent-and-decimal","Percent and Decimal","17","12","17/12","1.41666666667","141.666666667%","C","true","/17-12-as-a-percent-and-decimal","/what-is-equivalent-to-17-12-fraction"
"/what-is-equivalent-to-19-12-fraction","Equivalent Fractions","19","12","19/12","1.58333333333","158.333333333%","C","true","/what-is-equivalent-to-19-12-fraction","/19-12-as-a-percent-and-decimal"
"/19-12-as-a-percent-and-decimal","Percent and Decimal","19","12","19/12","1.58333333333","158.333333333%","C","true","/19-12-as-a-percent-and-decimal","/what-is-equivalent-to-19-12-fraction"
"/what-is-equivalent-to-20-12-fraction","Equivalent Fractions","20","12","5/3","1.66666666667","166.666666667%","B","true","/what-is-equivalent-to-20-12-fraction","/20-12-as-a-percent-and-decimal"
"/20-12-as-a-percent-and-decimal","Percent and Decimal","20","12","5/3","1.66666666667","166.666666667%","B","true","/20-12-as-a-percent-and-decimal","/what-is-equivalent-to-20-12-fraction"
"/what-is-equivalent-to-21-12-fraction","Equivalent Fractions","21","12","7/4","1.75","175%","A","true","/what-is-equivalent-to-21-12-fraction","/21-12-as-a-percent-and-decimal"
"/21-12-as-a-percent-and-decimal","Percent and Decimal","21","12","7/4","1.75","175%","A","true","/21-12-as-a-percent-and-decimal","/what-is-equivalent-to-21-12-fraction"
"/what-is-equivalent-to-22-12-fraction","Equivalent Fractions","22","12","11/6","1.83333333333","183.333333333%","C","true","/what-is-equivalent-to-22-12-fraction","/22-12-as-a-percent-and-decimal"
"/22-12-as-a-percent-and-decimal","Percent and Decimal","22","12","11/6","1.83333333333","183.333333333%","C","true","/22-12-as-a-percent-and-decimal","/what-is-equivalent-to-22-12-fraction"
"/what-is-equivalent-to-23-12-fraction","Equivalent Fractions","23","12","23/12","1.91666666667","191.666666667%","C","true","/what-is-equivalent-to-23-12-fraction","/23-12-as-a-percent-and-decimal"
"/23-12-as-a-percent-and-decimal","Percent and Decimal","23","12","23/12","1.91666666667","191.666666667%","C","true","/23-12-as-a-percent-and-decimal","/what-is-equivalent-to-23-12-fraction"
"/what-is-equivalent-to-1-13-fraction","Equivalent Fractions","1","13","1/13","0.0769230769231","7.69230769231%","B","true","/what-is-equivalent-to-1-13-fraction","/1-13-as-a-percent-and-decimal"
